UnitItemID,UnitItemTitle,Discriminator,FeedbackDate,ItemClusterID,Tags,UnitID,UnitNum,dueDate,CourseID,EnrollmentID,ProfileID,QuestionID,RightAnswer_Content,QuestionType,FeedbackType,QuestionNum,ScoreType,Content,NumberOfTry,SubmissionDate,SubmittedOutsideDeadline,StudentAnswerID,FinalCalculatedAnswer,CodeExpression,StudentNetID,IsCorrect,SecondsBeforeDueDate,IsFinal
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96301,35420,1467511,100,freeresponse,immediate,1,,100,2,2/24/2021 5:49:08 PM,False,33360387,85,,cindy3,True,72652,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96301,35420,1467511,100,freeresponse,immediate,1,,85,3,2/24/2021 5:49:12 PM,False,33360388,85,,cindy3,False,72648,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96301,35420,1467512,1,radio,immediate,2,survey,5,1,2/24/2021 5:49:03 PM,False,33360383,5,,cindy3,True,72657,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96302,35571,1467511,100,freeresponse,immediate,1,,100,2,2/25/2021 1:56:07 PM,False,33394549,100,,jihongc2,True,233,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96302,35571,1467511,100,freeresponse,immediate,1,,70,1,2/25/2021 1:56:02 PM,False,33394544,100,,jihongc2,False,238,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96302,35571,1467512,1,radio,immediate,2,survey,5,1,2/25/2021 1:56:18 PM,False,33394556,5,,jihongc2,True,222,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96303,35053,1467511,100,freeresponse,immediate,1,,100,1,2/25/2021 1:40:51 AM,False,33371910,100,,lcai15,True,44349,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96303,35053,1467512,1,radio,immediate,2,survey,5,1,2/25/2021 1:41:03 AM,False,33371917,5,,lcai15,True,44337,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96304,35572,1467511,100,freeresponse,immediate,1,,90,1,2/25/2021 7:24:41 AM,False,33387569,100,,mcamp8,False,23719,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96304,35572,1467511,100,freeresponse,immediate,1,,0,2,2/25/2021 7:24:46 AM,False,33387571,100,,mcamp8,False,23714,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96304,35572,1467511,100,freeresponse,immediate,1,,100,3,2/25/2021 7:24:51 AM,False,33387574,100,,mcamp8,True,23709,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96304,35572,1467511,100,freeresponse,immediate,1,,101,4,2/25/2021 7:24:57 AM,False,33387581,100,,mcamp8,True,23703,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96304,35572,1467511,100,freeresponse,immediate,1,,102,5,2/25/2021 7:25:01 AM,False,33387588,100,,mcamp8,False,23699,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96304,35572,1467511,100,freeresponse,immediate,1,,300,6,2/25/2021 7:25:05 AM,False,33387590,100,,mcamp8,False,23695,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96304,35572,1467511,100,freeresponse,immediate,1,,100,7,2/25/2021 7:25:09 AM,False,33387595,100,,mcamp8,True,23691,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96304,35572,1467512,1,radio,immediate,2,survey,4,1,2/25/2021 7:24:30 AM,False,33387561,4,,mcamp8,True,23730,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96305,35573,1467511,100,freeresponse,immediate,1,,70,1,2/25/2021 2:25:20 AM,False,33373431,100,,mateojc2,False,41680,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96305,35573,1467511,100,freeresponse,immediate,1,,100,2,2/25/2021 2:25:36 AM,False,33373437,100,,mateojc2,True,41664,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96305,35573,1467512,1,radio,immediate,2,survey,3,1,2/25/2021 2:25:44 AM,False,33373442,3,,mateojc2,True,41656,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96306,35574,1467511,100,freeresponse,immediate,1,,94,1,2/21/2021 11:53:17 PM,False,33164091,94,,mcamras2,False,310003,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96306,35574,1467512,1,radio,immediate,2,survey,3,1,2/21/2021 11:53:14 PM,False,33164088,3,,mcamras2,True,310006,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96307,35575,1467511,100,freeresponse,immediate,1,,70,1,2/25/2021 5:34:37 AM,False,33382524,100,,wc20,False,30323,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96307,35575,1467511,100,freeresponse,immediate,1,,100,2,2/25/2021 5:34:40 AM,False,33382526,100,,wc20,True,30320,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96307,35575,1467512,1,radio,immediate,2,survey,5,1,2/25/2021 5:34:45 AM,False,33382528,5,,wc20,True,30315,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96308,34602,1467511,100,freeresponse,immediate,1,,80,1,2/25/2021 9:52:36 AM,False,33391351,80,,noerc2,False,14844,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96308,34602,1467512,1,radio,immediate,2,survey,3,1,2/25/2021 9:52:40 AM,False,33391353,3,,noerc2,True,14840,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96309,34384,1467511,100,freeresponse,immediate,1,,80,1,2/18/2021 4:08:45 PM,False,33078756,100,,cchan70,False,597075,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96309,34384,1467511,100,freeresponse,immediate,1,,100,2,2/18/2021 4:08:50 PM,False,33078757,100,,cchan70,True,597070,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96309,34384,1467512,1,radio,immediate,2,survey,4,1,2/18/2021 4:08:54 PM,False,33078761,4,,cchan70,True,597066,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96310,35576,1467511,100,freeresponse,immediate,1,,90,1,2/24/2021 9:04:21 PM,False,33364722,90,,nachao2,False,60939,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96310,35576,1467512,1,radio,immediate,2,survey,3,1,2/24/2021 9:04:25 PM,False,33364726,3,,nachao2,True,60935,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96311,35577,1467511,100,freeresponse,immediate,1,,92.7,1,2/25/2021 6:01:37 AM,False,33383869,92.7,,shomikc2,False,28703,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96311,35577,1467512,1,radio,immediate,2,survey,4,1,2/25/2021 6:01:52 AM,False,33383877,4,,shomikc2,True,28688,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96312,35578,1467511,100,freeresponse,immediate,1,,&quot;i want a 100 but i&#39;m scared i&#39;ll get a 50&quot;,1,2/25/2021 6:27:22 AM,False,33385278,&quot;i want a 100 but i am scared i will get a 50&quot;,,anvitac2,False,27158,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96312,35578,1467511,100,freeresponse,immediate,1,,&quot;i want a 100 but i am scared i will get a 50&quot;,1,2/25/2021 6:27:33 AM,False,33385280,&quot;i want a 100 but i am scared i will get a 50&quot;,,anvitac2,False,27147,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96312,35578,1467511,100,freeresponse,immediate,1,,90,1,2/25/2021 6:26:51 AM,False,33385254,&quot;i want a 100 but i am scared i will get a 50&quot;,,anvitac2,False,27189,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96312,35578,1467512,1,radio,immediate,2,survey,3,1,2/25/2021 6:26:57 AM,False,33385265,3,,anvitac2,True,27183,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96313,34458,1467511,100,freeresponse,immediate,1,,100,1,2/20/2021 7:31:06 AM,False,33111224,100,,achen76,True,455334,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96313,34458,1467512,1,radio,immediate,2,survey,5,1,2/20/2021 7:31:15 AM,False,33111226,5,,achen76,True,455325,True
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96314,35579,1467511,100,freeresponse,immediate,1,,95,1,2/25/2021 6:40:16 AM,False,33385900,100,,dchen73,False,26384,False
171648,Exam Preparation Survey,StandardExercise,2/25/2021 7:00:00 PM,0,,10287,10,2/25/2021 2:00:00 PM,547,96314,35579,1467511,100,freeresponse,immediate,1,,100,2,2/25/2021 6:40:25 AM,False,33385905,100,,dchen73,True,26375,True
